album,total_m,m_comments,m_ratio,total_comments,m_per_comment,m_per_comment_l95,m_per_comment_user,avg_date,m_over_xM,m_over_xM_rank,Primary Genre
Helloween-Keeper-of-the-Seven-Keys-Part-I,0,0,NaN,89,0,0,0.014981570768451235,2014-01-11,-1.33335979839216,357,Power Metal
Coalesce-012-Revolution-in-Just-Listening,0,0,NaN,73,0,0,0.018277873330081337,2012-11-23,-1.3342847530959376,358,Hardcore
Savatage-The-Hall-of-the-Mountain-King,0,0,NaN,87,0,0,0.015394273308124541,2013-09-05,-1.339301777806835,359,Heavy Metal
Pelican-The-Fire-in-Our-Throats-Will-Beckon...,1,1,1,254,0.003937007874015748,0,0.009215889992486506,2010-07-18,-1.3408360580915726,360,Post Metal
My-Dying-Bride-The-Dreadful-Hours,0,0,NaN,112,0,0,0.012185088553906246,2010-12-28,-1.3647299180374994,361,Doom Metal
Black-Flag-Nervous-Breakdown,0,0,NaN,67,0,0,0.02040161900788036,2014-03-16,-1.366908473527984,362,Hardcore
Intronaut-The-Direction-of-Last-Things,0,0,NaN,45,0,0,0.030377222199413783,2017-04-09,-1.3669749989736202,363,Post Metal
Blind-Guardian-Imaginations-from-the-Other-Side,0,0,NaN,119,0,0,0.011569442808732525,2013-01-06,-1.3767636942391703,364,Power Metal
Amenra-Mass-V,3,3,1,442,0.006787330316742082,0.0016184497685530885,0.009987852254951388,2014-12-01,-1.4146306966885136,365,Post Metal
Death-Angel-The-Ultra-Violence,2,2,1,109,0.01834862385321101,0.0017442683595179122,0.03138366127091873,2013-06-30,-1.4208190785301418,366,Thrash Metal
Hypocrisy-Abducted,0,0,NaN,84,0,0,0.0170972151596194,2011-10-07,-1.4361660734080295,367,Melodic Death Metal
Ayreon-The-Human-Equation,0,0,NaN,121,0,0,0.01209628410563236,2011-01-27,-1.4636503767815154,368,Progressive Metal
Burst-Origo,0,0,NaN,237,0,0,0.006210717106072598,2011-10-17,-1.4719399541392058,369,Progressive Metal
Kalmah-Swampsong,1,1,1,71,0.014084507042253521,0,0.03501602631322179,2013-07-12,-1.4861378682387467,370,Melodic Death Metal
Psycroptic-The-Scepter-of-the-Ancients,1,1,1,151,0.006622516556291391,0,0.016800060415760803,2012-10-15,-1.5368091227798815,371,Death Metal
Pain-of-Salvation-Remedy-Lane,0,0,NaN,116,0,0,0.01326871662371042,2011-07-25,-1.5391711283504088,372,Progressive Metal
Vektor-Outer-Isolation,12,12,1,612,0.0196078431372549,0.011594371695791245,0.02217178988176858,2014-02-06,-1.5691354076423705,373,Thrash Metal
Haken-The-Mountain,5,5,1,574,0.008710801393728223,0.0034425917674603193,0.011470565951168967,2014-08-25,-1.5841048559709872,374,Progressive Metal
Eyehategod-Take-as-Needed-for-Pain,2,2,1,237,0.008438818565400843,6.94694283860188e-4,0.015125605993260282,2014-02-11,-1.584768620402687,375,Sludge Metal
Acid-Bath-Paegan-Terrorism-Tactics,0,0,NaN,115,0,0,0.013976208477803734,2013-10-10,-1.6072639749474296,376,Sludge Metal
Exodus-Bonded-by-Blood,2,2,1,155,0.012903225806451613,0.0011370943793347597,0.023312550863831733,2016-05-25,-1.6134453838939187,377,Thrash Metal
Scorpions-Blackout,0,0,NaN,63,0,0,0.025733199348156228,2014-02-24,-1.6211915589338424,378,Hard Rock
Blindead-Affliction-XXIX-II-MCMXCVI,0,0,NaN,101,0,0,0.016094750809851028,2013-08-08,-1.6255698317949538,379,Post Metal
Sepultura-Arise,1,1,1,54,0.018518518518518517,0,0.04862987498448652,2016-05-02,-1.6260132491622719,380,Thrash Metal
Bolt-Thrower-Those-Once-Loyal,9,7,1.2857142857142858,394,0.02284263959390863,0.012260191833165167,0.027097252184184,2013-04-26,-1.6763173605684965,381,Death Metal
Rainbow-Ritchie-Blackmores-Rainbow,0,0,NaN,86,0,0,0.019516383377062102,2015-01-23,-1.6784089704273408,382,Hard Rock
Acid-Bath-When-the-Kite-String-Pops,3,3,1,304,0.009868421052631578,0.0023757623593899622,0.015405678826024635,2015-06-07,-1.6833263631114892,383,Sludge Metal
Dream-Theater-Six-Degrees-of-Inner-Turbulence,0,0,NaN,153,0,0,0.011009498985931048,2014-08-06,-1.6844533448474504,384,Progressive Metal
Symphony-X-V-The-New-Mythology-Suite,2,2,1,144,0.013888888888888888,0.0012415555517443187,0.025597684026051785,2012-09-23,-1.6860664997514572,385,Progressive Metal
Scorpions-Lovedrive,0,0,NaN,70,0,0,0.02465120953258295,2013-06-17,-1.7255846672808066,386,Hard Rock
Riverside-Out-of-Myself,0,0,NaN,170,0,0,0.010300927646585908,2013-10-26,-1.7511576999196043,387,Progressive Rock
Pig-Destroyer-Prowler-in-the-Yard,3,3,1,268,0.011194029850746268,0.0027058686436203603,0.017828539072299976,2014-10-04,-1.7780484713763938,388,Grind
Batushka-Litourgiya,8,8,1,523,0.015296367112810707,0.007804340991239594,0.01870042959853566,2016-08-24,-1.7803246800341503,389,Black Metal
Dir-En-Grey-Uroboros,4,4,1,487,0.008213552361396304,0.002726270477045963,0.01195645217659611,2015-03-03,-1.8227922100023055,390,Progressive Metal
Motorhead-Overkill,7,7,1,216,0.032407407407407406,0.015733929141570763,0.04085060111171716,2016-01-27,-1.8237298401309063,391,Heavy Metal
Pain-of-Salvation-The-Perfect-Element-Part-1,0,0,NaN,167,0,0,0.011063136233548432,2013-06-02,-1.847543751002588,392,Progressive Metal
Sleep-Dopesmoker,6,6,1,404,0.01485148514851485,0.006595141233381938,0.01942971559334687,2013-06-23,-1.8496050997121352,393,Stoner Rock
Suicidal-Tendencies-Suicidal-Tendencies,0,0,NaN,111,0,0,0.016889854493642855,2014-08-17,-1.8747738487943568,394,Hardcore
Blut-Aus-Nord-The-Work-Which-Transforms-God,6,6,1,336,0.017857142857142856,0.007947716194729549,0.023451119227719117,2015-02-18,-1.8795760605136238,395,Black Metal
Jakob-Solace,1,1,1,289,0.0034602076124567475,0,0.009970389879157516,2014-06-16,-1.8814426750765219,396,Post Rock
Disillusion-Back-to-Times-of-Splendor,15,13,1.1538461538461537,549,0.0273224043715847,0.017245780765144943,0.030808025005469912,2016-10-20,-1.9136057280029821,397,Progressive Metal
Dark-Tranquillity-Character,9,9,1,401,0.022443890274314215,0.012044084158760373,0.027216553032065875,2013-04-13,-1.9138377658584158,398,Melodic Death Metal
Boris-Pink,2,2,1,315,0.006349206349206349,5.051960893903956e-4,0.012430081958891016,2013-05-10,-1.91547581705067,399,Drone
Blue-Oyster-Cult-Secret-Treaties,0,0,NaN,94,0,0,0.020511350001831477,2015-04-11,-1.9280669001721589,400,Hard Rock
maudlin-of-the-Well-Part-the-Second,0,0,NaN,266,0,0,0.007400710410180817,2012-09-23,-1.9685889691080973,401,Experimental
A-Perfect-Circle-Thirteenth-Step,1,1,1,329,0.00303951367781155,0,0.009063393128392553,2016-05-02,-1.98185633924115,402,Alternative Rock
Metallica-Master-of-Puppets,0,0,NaN,59,0,0,0.03361413031176725,2018-02-22,-1.9832336883942678,403,Thrash Metal
Helloween-Keeper-of-the-Seven-Keys-Part-II,0,0,NaN,63,0,0,0.03212014382718654,2014-06-01,-2.023569061112752,404,Power Metal
Kamelot-The-Black-Halo,5,5,1,504,0.00992063492063492,0.0039255729107968585,0.014005596266374074,2014-04-03,-2.0588205182525336,405,Power Metal
Ihsahn-After,1,1,1,239,0.0041841004184100415,0,0.01282438719416141,2011-06-28,-2.0650285394045773,406,Progressive Metal
Metallica-Live-Shit-Binge--Purge,0,0,NaN,143,0,0,0.01454968008258912,2010-11-24,-2.0806042518102443,407,Thrash Metal
Yngwie-Malmsteen-Rising-Force,0,0,NaN,39,0,0,0.05551526647934802,2013-06-29,-2.165095392694573,408,Metal
In-Mourning-Shrouded-Divine,0,0,NaN,616,0,0,0.0035148337539682743,2008-11-27,-2.165137592444457,409,Progressive Metal
Boris-Boris-At-Last--Feedbacker-,0,0,NaN,248,0,0,0.008779559990779477,2016-01-05,-2.1773308777133105,410,Drone
Darkspace-Dark-Space-III,10,9,1.1111111111111112,451,0.022172949002217297,0.012362861584958744,0.02711638740742497,2013-07-30,-2.229490720748661,411,Black Metal
Sigh-Imaginary-Sonicscape,0,0,NaN,301,0,0,0.007408198872533143,2011-03-17,-2.229867860632476,412,Black Metal
Botch-An-Anthology-of-Dead-Ends,1,1,1,296,0.0033783783783783786,0,0.011063706593057566,2012-11-07,-2.2748571515450395,413,Metalcore
Gojira-From-Mars-to-Sirius,10,10,1,633,0.01579778830963665,0.00878652228282048,0.0194622133284387,2012-10-29,-2.319581036901697,414,Death Metal
Pig-Destroyer-Terrifyer,5,5,1,612,0.008169934640522876,0.0032270505807097793,0.011971495336222332,2013-01-05,-2.326555145768067,415,Grind
Negura-Bunget-OM,0,0,NaN,124,0,0,0.019091231025896976,2012-09-12,-2.367312647211225,416,Black Metal
Dan-Swano-Moontower,3,3,1,230,0.013043478260869565,0.003170688563936163,0.023409422755436022,2012-08-22,-2.384167233750285,417,Melodic Death Metal
Fates-Warning-Parallels,1,1,1,272,0.003676470588235294,0,0.012490043542553252,2015-08-30,-2.397291843574484,418,Progressive Metal
In-Flames-Whoracle,8,8,1,248,0.03225806451612903,0.016598431081636104,0.042006713727284914,2016-12-01,-2.417665004366659,419,Melodic Death Metal
Angra-Temple-of-Shadows,0,0,NaN,90,0,0,0.027198165515655567,2015-06-03,-2.447834896409001,420,Power Metal
Porcupine-Tree-Lightbulb-Sun,0,0,NaN,235,0,0,0.010509879307059364,2015-01-22,-2.4698216371589505,421,Progressive Rock
Black-Flag-My-War,0,0,NaN,142,0,0,0.01754950746855013,2014-09-04,-2.492030060534119,422,Hardcore
Deftones-Around-the-Fur,2,2,1,503,0.003976143141153081,3.038308193919585e-4,0.008931568765157211,2016-04-02,-2.4925790888740775,423,Metal
Hopesfall-The-Satellite-Years,1,1,1,533,0.001876172607879925,0,0.006586397170282279,2014-02-03,-2.5105496917604544,424,Post Hardcore
Mayhem-Live-in-Leipzig,2,2,1,114,0.017543859649122806,0.0016499458701816662,0.039874668622948105,2013-06-09,-2.5457122230160842,425,Black Metal
Thin-Lizzy-Jailbreak,0,0,NaN,150,0,0,0.017000574143940572,2012-01-31,-2.550086121591086,426,Hard Rock
Helmet-Meantime,0,0,NaN,193,0,0,0.013243987110451393,2012-10-20,-2.556089512317119,427,Post Hardcore
maudlin-of-the-Well-Leaving-Your-Body-Map,1,1,1,401,0.0024937655860349127,0,0.008941989816384027,2013-01-18,-2.585737916369995,428,Experimental
Fates-Warning-Awaken-the-Guardian,0,0,NaN,188,0,0,0.013792376454036819,2013-06-19,-2.592966773358922,429,Progressive Metal
Boris-Akuma-no-Uta,0,0,NaN,138,0,0,0.018791408720511854,2012-11-04,-2.5932144034306357,430,Drone
Cloudkicker-Beacons,0,0,NaN,272,0,0,0.009563949695862928,2012-07-09,-2.6013943172747167,431,Progressive Metal
Protest-the-Hero-Kezia,2,2,1,1475,0.0013559322033898306,9.883955230533112e-5,0.003136213778227723,2009-04-02,-2.625915322885891,432,Progressive Metal
Entombed-Clandestine,0,0,NaN,93,0,0,0.028363035632516666,2013-10-07,-2.63776231382405,433,Death Metal
Propagandhi-Supporting-Caste,0,0,NaN,505,0,0,0.005239326961804682,2011-07-02,-2.6458601157113644,434,Punk
We-Lost-the-Sea-Departure-Songs,0,0,NaN,289,0,0,0.009667023826468352,2016-10-01,-2.793769885849354,435,Post Rock
Burzum-Hvis-lyset-tar-oss,1,1,1,155,0.0064516129032258064,0,0.024831511714866188,2014-12-22,-2.848884315804259,436,Black Metal
Faith-No-More-Angel-Dust,0,0,NaN,174,0,0,0.016771386671751678,2014-05-28,-2.918221280884792,437,Alternative Rock
Voivod-Nothingface,3,3,1,202,0.01485148514851485,0.0036298643679233064,0.02947857461608614,2015-07-09,-2.9546720724494007,438,Thrash Metal
maudlin-of-the-Well-Bath,2,2,1,305,0.006557377049180328,5.235651512041587e-4,0.016271707250585552,2016-08-05,-2.9628707114285935,439,Experimental
Living-Colour-Vivid,0,0,NaN,309,0,0,0.00962681542883871,2011-09-29,-2.9746859675111614,440,Funk
Karnivool-Sound-Awake,0,0,NaN,303,0,0,0.009974057614843261,2015-01-25,-3.022139457297508,441,Progressive Rock
Mr.-Bungle-Disco-Volante,1,1,1,384,0.0026041666666666665,0,0.010541307827583727,2014-09-20,-3.0478622057921516,442,Experimental
Queensryche-Rage-for-Order,7,7,1,398,0.017587939698492462,0.008464410485960895,0.0257796797951035,2014-03-20,-3.260312558451193,443,Progressive Metal
Enslaved-RIITIIR,20,20,1,901,0.022197558268590455,0.014984853989688953,0.02583122543127676,2013-09-14,-3.2739341135803612,444,Black Metal
Nevermore-This-Godless-Endeavor,1,1,1,277,0.0036101083032490976,0,0.015490472858988438,2011-06-26,-3.2908609819397974,445,Thrash Metal
Immolation-Majesty-and-Decay,31,31,1,1482,0.020917678812415654,0.015343990657751124,0.023157536999270652,2012-06-30,-3.3194698329191064,446,Death Metal
Emperor-In-the-Nightside-Eclipse,27,23,1.173913043478261,981,0.027522935779816515,0.019734120614500264,0.030928689011528645,2016-10-20,-3.341043920309599,447,Black Metal
Shining-SWE-V---Halmstad,4,4,1,296,0.013513513513513514,0.004522462927724697,0.024843973889721323,2012-03-07,-3.3538162713575113,448,Black Metal
Anathema-Alternative-4,0,0,NaN,242,0,0,0.014041227420999216,2014-06-04,-3.3979770358818104,449,Progressive Rock
Black-Flag-Damaged,0,0,NaN,292,0,0,0.01190617314654923,2012-06-08,-3.4766025587923752,450,Hardcore
Children-of-Bodom-Follow-the-Reaper,8,8,1,445,0.017977528089887642,0.009184691979939232,0.025925096799621933,2012-07-16,-3.5366680758317592,451,Melodic Death Metal
Rosetta-Wake-Lift,0,0,NaN,297,0,0,0.011995610363897662,2013-05-04,-3.5626962780776057,452,Post Metal
Satyricon-Nemesis-Divina,1,1,1,129,0.007751937984496124,0,0.03566053739800002,2012-07-24,-3.6002093243420026,453,Black Metal
Cradle-of-Filth-Dusk-and-Her-Embrace,30,28,1.0714285714285714,640,0.046875,0.03433754630824413,0.052544332043275355,2013-08-24,-3.628372507696227,454,Black Metal
Nocturnus-The-Key,2,2,1,341,0.005865102639296188,4.629164875815592e-4,0.016540895191282833,2014-11-22,-3.640445260227446,455,Death Metal
Caladan-Brood-Echoes-Of-Battle,4,4,1,297,0.013468013468013467,0.004506920744165624,0.02580053324084526,2016-08-18,-3.6627583725310426,456,Black Metal
Taake-Hordalands-Doedskvad,0,0,NaN,144,0,0,0.025486356020092884,2012-09-03,-3.6700352668933753,457,Black Metal
Agalloch-Pale-Folklore,16,16,1,619,0.025848142164781908,0.01657976790757449,0.031803497714396424,2016-09-05,-3.6863650852113854,458,Black Metal
Faith-No-More-The-Real-Thing,1,1,1,254,0.003937007874015748,0,0.018516328863574322,2015-12-25,-3.7031475313478777,459,Alternative Rock
Ulcerate-Shrines-of-Paralysis,56,45,1.2444444444444445,2836,0.019746121297602257,0.015740196865484626,0.02105496128090005,2017-01-04,-3.711870192632541,460,Death Metal
Blut-Aus-Nord-Memoria-Vetusta-II---Dialogue-With-The-Stars,1,1,1,193,0.0051813471502590676,0,0.024926839235120377,2012-12-20,-3.8108799723782325,461,Black Metal
Kvelertak-Kvelertak,22,22,1,1399,0.015725518227305217,0.010817202251730907,0.018479083937391363,2011-12-20,-3.8522384284105176,462,Black Metal
Incubus-Make-Yourself,2,2,1,427,0.00468384074941452,3.6233032127235e-4,0.013815276949150893,2013-07-06,-3.8991232572874313,463,Alternative Rock
Ozzy-Osbourne-Blizzard-of-Ozz,0,0,NaN,195,0,0,0.020527143255135213,2013-06-21,-4.002792934751366,464,Heavy Metal
X-Japan-Art-of-Life,2,2,1,552,0.0036231884057971015,2.7515067029186026e-4,0.0110051473639323,2013-02-15,-4.07484134489063,465,Progressive Metal
Altar-of-Plagues-Teethed-Glory-and-Injury,18,14,1.2857142857142858,1040,0.01730769230769231,0.011398375446034304,0.02123895146495758,2015-09-16,-4.088509523555881,466,Black Metal
Dir-En-Grey-Dum-Spiro-Spero,3,3,1,615,0.004878048780487805,0.0011562019866986177,0.011562207299110182,2015-09-22,-4.110757488952762,467,Progressive Metal
Coroner-No-More-Color,9,9,1,416,0.021634615384615384,0.011605713495165069,0.03162956739579581,2015-02-12,-4.157900036651057,468,Thrash Metal
The-Ocean-Precambrian,7,7,1,905,0.0077348066298342545,0.003700420921859851,0.012372872019514916,2013-09-03,-4.197449177660999,469,Post Metal
Zao-Liberate-Te-Ex-Inferis,2,2,1,552,0.0036231884057971015,2.7515067029186026e-4,0.0112293265015395,2014-09-21,-4.198588228849804,470,Metalcore
The-Devin-Townsend-Band-Accelerated-Evolution,3,3,1,389,0.007712082262210797,0.0018442799501820015,0.018545783819421086,2012-12-23,-4.214309905754803,471,Progressive Rock
The-Ocean-Pelagial,1,1,1,424,0.0023584905660377358,0,0.012417016943084756,2014-09-23,-4.2648151838679365,472,Post Metal
The-Angelic-Process-Weighing-Souls-With-Sand,2,2,1,655,0.0030534351145038168,2.2955249052328437e-4,0.009681328359733652,2013-01-29,-4.341270075625542,473,Shoegaze
Obituary-Slowly-We-Rot,0,0,NaN,193,0,0,0.022566398233719916,2013-07-16,-4.355314859107944,474,Death Metal
Uneven-Structure-Februus,1,1,1,391,0.0025575447570332483,0,0.013760302220528335,2013-06-18,-4.380278168226579,475,Progressive Metal
Animals-As-Leaders-Animals-as-Leaders,0,0,NaN,315,0,0,0.014074434305095208,2013-03-28,-4.433446806104991,476,Progressive Metal
Norma-Jean-Polar-Similar,0,0,NaN,578,0,0,0.007718857557297701,2016-12-17,-4.461499668118071,477,Metalcore
Voivod-Dimension-Hatross,1,1,1,298,0.003355704697986577,0,0.018515347820675758,2013-12-07,-4.517573650561376,478,Thrash Metal
diSEMBOWELMENT--Transcendence-into-the-Peripheral,11,11,1,675,0.016296296296296295,0.009363803157063609,0.02303640778193903,2015-01-14,-4.549575252808846,479,Doom Metal
Immortal-Sons-of-Northern-Darkness,16,16,1,494,0.032388663967611336,0.020808885578887194,0.04171268042550981,2011-11-27,-4.606064130201846,480,Black Metal
Dark-Tranquillity-Fiction,21,17,1.2352941176470589,1022,0.02054794520547945,0.014011852075571339,0.02512646235216609,2012-08-11,-4.679244523913745,481,Melodic Death Metal
Integrity-Those-Who-Fear-Tomorrow,3,3,1,534,0.0056179775280898875,0.0013346997340044995,0.014575859961349776,2013-10-27,-4.783509219360781,482,Hardcore
Drudkh-Blood-In-Our-Wells,3,3,1,214,0.014018691588785047,0.0034177777469677362,0.03638005585719286,2013-08-14,-4.785331953439272,483,Black Metal
In-Flames-Colony,15,15,1,729,0.0205761316872428,0.012964554796663162,0.02731117073805781,2014-11-22,-4.9098434680441425,484,Melodic Death Metal
Moonsorrow-Kivenkantaja,0,0,NaN,127,0,0,0.03882819965404027,2015-12-14,-4.931181356063114,485,Folk
Primordial-The-Gathering-Wilderness,0,0,NaN,114,0,0,0.044162470767136607,2012-02-11,-5.034521667453573,486,Black Metal
SikTh-Death-of-a-Dead-Day,3,3,1,999,0.003003003003003003,7.075362937212161e-4,0.008081849309851568,2011-02-05,-5.073767460541717,487,Progressive Metal
Boris-Flood,0,0,NaN,484,0,0,0.010548600593797856,2013-12-29,-5.105522687398162,488,Drone
Nokturnal-Mortum-The-Voice-of-Steel,15,14,1.0714285714285714,715,0.02097902097902098,0.013219807186727455,0.02813010820663002,2013-05-20,-5.113027367740464,489,Black Metal
Insomnium-Since-the-Day-It-All-Came-Down,1,1,1,265,0.0037735849056603774,0,0.023184703318188362,2011-12-28,-5.1439463793199165,490,Melodic Death Metal
Anathema-Judgement,4,4,1,691,0.005788712011577424,0.0019141000843773959,0.013465093173473898,2012-12-02,-5.304379382870463,491,Progressive Rock
Porcupine-Tree-The-Sky-Moves-Sideways,0,0,NaN,277,0,0,0.019475213182497085,2013-03-10,-5.394634051551693,492,Progressive Rock
S.O.D.-Speak-English-or-Die,10,10,1,407,0.02457002457002457,0.013712098213215883,0.03826797987462797,2013-02-09,-5.575067808973584,493,Thrash Metal
Dream-Theater-Awake,4,4,1,667,0.005997001499250375,0.0019836251015097495,0.01462680267642134,2016-02-27,-5.756077385173033,494,Progressive Metal
Godflesh-Streetcleaner,5,5,1,699,0.00715307582260372,0.0028224580978603283,0.016057397308409955,2014-02-14,-6.2241207185785585,495,Industrial
Misery-Signals-Of-Malice-and-the-Magnum-Heart,18,18,1,1562,0.011523687580025609,0.0075792333485506,0.015556294394859326,2012-11-03,-6.298931844770267,496,Metalcore
Neurosis-Given-to-the-Rising,27,26,1.0384615384615385,1635,0.01651376146788991,0.011818359630634948,0.020366679820379735,2013-02-14,-6.299521506320866,497,Post Metal
Black-Sabbath-Heaven-and-Hell,20,18,1.1111111111111112,1032,0.01937984496124031,0.013074993087857027,0.025545593247044047,2013-11-17,-6.363052230949457,498,Doom Metal
Botch-We-Are-the-Romans,19,18,1.0555555555555556,2047,0.009281875915974597,0.0061780712386218005,0.012398658742461674,2013-10-08,-6.380054445819047,499,Metalcore
Primordial-To-the-Nameless-Dead,1,1,1,307,0.003257328990228013,0,0.024058970458322424,2009-12-11,-6.386103930704984,500,Black Metal
Soilwork-The-Living-Infinite,11,11,1,1041,0.010566762728146013,0.006059377266084716,0.016735479399051813,2014-02-22,-6.421634054412939,501,Melodic Death Metal
Poison-the-Well-The-Opposite-of-December,0,0,NaN,625,0,0,0.010761461739053372,2012-01-21,-6.725913586908358,502,Metalcore
Horrendous-Anareta,6,6,1,457,0.01312910284463895,0.005822739900380323,0.027959449751803745,2016-05-03,-6.777468536574312,503,Death Metal
SikTh-The-Trees-Are-Dead-and-Dried-Out-,1,1,1,702,0.0014245014245014246,0,0.011089546641356595,2011-10-28,-6.784861742232329,504,Progressive Metal
Wintersun-Wintersun,38,32,1.1875,1963,0.01935812531839022,0.014657056725936158,0.02285261169126214,2012-01-18,-6.859676749947576,505,Melodic Death Metal
Misery-Signals-Controller,36,31,1.1612903225806452,3068,0.011734028683181226,0.008803169508732821,0.01401110100358285,2012-09-11,-6.986057878992186,506,Metalcore
Protest-the-Hero-Fortress,0,0,NaN,3133,0,0,0.002266839830220671,2009-03-08,-7.102009188081362,507,Progressive Metal
Cult-of-Luna-The-Beyond,2,2,1,512,0.00390625,2.9812525338280237e-4,0.017818204374597316,2013-01-27,-7.122920639793826,508,Post Metal
Moonsorrow-V-Havitetty,4,4,1,422,0.009478672985781991,0.003152415154845545,0.02652964984369371,2012-08-06,-7.195512234038746,509,Folk
Poison-the-Well-You-Come-Before-You,0,0,NaN,492,0,0,0.014831164389991928,2012-02-23,-7.296932879876029,510,Metalcore
Black-Sabbath-Paranoid,74,71,1.0422535211267605,3088,0.023963730569948185,0.01970464232353339,0.026335605825407865,2014-06-19,-7.324350788859492,511,Doom Metal
Devin-Townsend-Project-Addicted,2,2,1,885,0.0022598870056497176,1.6748602896228277e-4,0.010711101459870224,2012-07-13,-7.479324791985149,512,Progressive Metal
Corelia-Nostalgia,0,0,NaN,514,0,0,0.014565713305281676,2013-05-07,-7.486776638914781,513,Progressive Metal
Lykathea-Aflame-Elvenefris,2,2,1,384,0.005208333333333333,4.0653874457304614e-4,0.024831860561020436,2013-10-11,-7.535434455431847,514,Death Metal
Machine-Head-The-Blackening,13,13,1,989,0.01314459049544995,0.007944621118363863,0.02078915723959682,2012-11-26,-7.560476509961256,515,Thrash Metal
Rosetta-A-Determinism-of-Morality,1,1,1,1336,7.485029940119761e-4,0,0.0065482152681477284,2011-03-22,-7.748415598245366,516,Post Metal
System-of-a-Down-Toxicity,9,9,1,1348,0.0066765578635014835,0.0035581682032926627,0.012429426458650628,2014-05-16,-7.754866866261047,517,Metal
Coldworld-Melancholie,20,17,1.1764705882352942,969,0.02063983488132095,0.013928743102759142,0.02871118194860321,2014-05-11,-7.821135308196509,518,Black Metal
Black-Sabbath-Sabotage,20,20,1,1005,0.01990049751243781,0.013427724873398283,0.027803320016233774,2015-03-27,-7.942336616314943,519,Doom Metal
Dream-Theater-Images-and-Words,10,10,1,1018,0.009823182711198428,0.005450807245142069,0.017656181564673985,2015-09-06,-7.973992832838117,520,Progressive Metal
Belakor-Vessels,5,5,1,501,0.00998003992015968,0.0039493183542449965,0.02602657743940332,2016-10-02,-8.039315297141064,521,Melodic Death Metal
Kayo-Dot-Choirs-of-the-Eye,0,0,NaN,668,0,0,0.012085703337500723,2015-07-28,-8.073249829450484,522,Experimental
The-Chariot-One-Wing,0,0,NaN,1070,0,0,0.007875552871013155,2014-02-06,-8.426841571984076,523,Hardcore
Kayo-Dot-Hubardo,5,5,1,1213,0.004122011541632316,0.0016213924084972683,0.011140839484107387,2014-02-13,-8.51383829422226,524,Experimental
The-Dillinger-Escape-Plan-Irony-Is-a-Dead-Scene,0,0,NaN,519,0,0,0.01657849173768738,2013-04-25,-8.60423721185975,525,Metalcore
Underoath-Define-the-Great-Line,29,24,1.2083333333333333,3200,0.0090625,0.006560405418054546,0.011790581178711582,2013-03-28,-8.729859771877063,526,Metalcore
Black-Sabbath-Black-Sabbath,30,30,1,1424,0.021067415730337078,0.015369409836167428,0.027421405952810184,2015-04-21,-9.048082076801704,527,Doom Metal
Iron-Maiden-Seventh-Son-of-a-Seventh-Son,6,6,1,504,0.011904761904761904,0.00527487948065734,0.02995138383661487,2015-04-25,-9.095497453653895,528,Heavy Metal
Burzum-Filosofem,14,13,1.0769230769230769,948,0.014767932489451477,0.009119540008391382,0.02438755134877235,2013-05-17,-9.11939867863619,529,Black Metal
Gorguts-Pleiades-Dust,7,7,1,659,0.010622154779969651,0.005090661843190195,0.024724674631542907,2016-08-24,-9.293560582186775,530,Death Metal
Dir-En-Grey-Arche,2,2,1,1077,0.0018570102135561746,1.3662043968879845e-4,0.010558832180989138,2016-07-11,-9.371862258925301,531,Progressive Metal
Drudkh-Autumn-Aurora,7,7,1,517,0.013539651837524178,0.00650030481464188,0.032923732162811234,2013-01-28,-10.021569528173409,532,Black Metal
Animals-As-Leaders-The-Joy-of-Motion,9,7,1.2857142857142858,1156,0.007785467128027681,0.004151175827063282,0.016550071936497678,2014-08-19,-10.131883158591316,533,Progressive Metal
Mr.-Bungle-California,4,4,1,763,0.005242463958060288,0.0017319817398114192,0.018578381835369008,2015-09-24,-10.175305340386553,534,Experimental
Alcest-Kodama,13,9,1.4444444444444444,1430,0.00909090909090909,0.0054878926355489245,0.016323906118856035,2017-01-23,-10.343185749964132,535,Shoegaze
Anathema-Were-Here-Because-Were-Here,4,4,1,1400,0.002857142857142857,9.403605434530134e-4,0.010695741191960685,2012-12-25,-10.974037668744959,536,Progressive Rock
Ne-Obliviscaris-Citadel,14,10,1.4,1321,0.010598031794095382,0.006536891662096192,0.018906618056166533,2015-04-16,-10.97564245219599,537,Progressive Metal
Porcupine-Tree-Fear-of-a-Blank-Planet,4,4,1,787,0.005082592121982211,0.0016787393499469293,0.01933007506168116,2015-08-09,-11.212769073543072,538,Progressive Rock
Alice-in-Chains-Jar-of-Flies,2,2,1,946,0.0021141649048625794,1.562715875666307e-4,0.01413775613890239,2014-11-20,-11.374317307401661,539,Grunge
Neurosis-The-Eye-of-Every-Storm,41,28,1.4642857142857142,2249,0.01823032458870609,0.01395351346695305,0.02331465444786406,2013-10-08,-11.434657853246271,540,Post Metal
Porcupine-Tree-In-Absentia,6,6,1,1002,0.005988023952095809,0.0026413547167030635,0.017490168731463508,2015-08-28,-11.525149068926435,541,Progressive Rock
Neurosis-A-Sun-That-Never-Sets,22,21,1.0476190476190477,1729,0.012724117987275883,0.008747483862348943,0.0198395012934694,2014-05-09,-12.302497736408592,542,Post Metal
Faith-No-More-King-for-a-Day...-Fool-for-a-Lifetime,2,2,1,712,0.0028089887640449437,2.1025414576757075e-4,0.020353944949084785,2014-08-30,-12.492008803748368,543,Alternative Rock
